Significant,p-value(-log10),Difference(z-score),Protein IDs,Majority protein IDs,uniprot,Symbol color,Symbol type,Symbol size,Show label,GOBP name,GOMF name,GOCC name,Taxonomy,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS Count,oxidized 48h a LFQ,oxidized 72h a LFQ,oxidized 48h b LFQ,oxidized 72h b LFQ,oxidized 48h c LFQ,oxidized 72h c LFQ,reduced 48h a LFQ,reduced 72h a LFQ,reduced 48h b LFQ,reduced 72h b2 LFQ,reduced 48h c LFQ,reduced 72h c LFQ
+,1.545180796,0.960737328,sp|P40165|NNRE_YEAST,sp|P40165|NNRE_YEAST,P40165,Color [DarkGray],1,4,+,binding;cation binding;ion binding;metal ion binding;nucleotide binding,cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cofactor metabolic process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process,NNRE_YEAST,9,9,9,47.6,47.6,47.6,27.521,0,89.792,807720000,77,-0.3206216,-0.700389,-0.3973192,-1.081854,-0.4187594,-0.2742888,-1.685501,-0.4906768,-0.7743145,-0.7655483,-1.559096,-0.8731413
+,2.047519684,0.669906574,sp|Q02642|NACB1_YEAST,sp|Q02642|NACB1_YEAST,Q02642,Color [DarkGray],1,4,+,binding;protein binding;unfolded protein binding,cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;nascent polypeptide-associated complex;nucleus;organelle;protein complex,biological regulation;biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;protein folding;protein metabolic process;protein targeting;protein transport;RNA metabolic process;transport,NACB1_YEAST,9,9,9,74.5,74.5,74.5,17.02,0,299.09,4168100000,187,0.7091506,-0.7058616,0.9003901,0.2511714,0.4469542,-0.7624998,0.0678852,0.110393,0.06541438,0.3091598,-0.0865244,0.1068157
+,3.119532745,-0.467162937,sp|Q04438|SPG4_YEAST,sp|Q04438|SPG4_YEAST,Q04438,Color [DarkGray],1,4,+,,,,SPG4_YEAST,9,9,9,83.5,83.5,83.5,13.18,0,168.59,1149600000,89,-0.9018394,-0.8132641,-0.943508,-1.051095,-0.9807133,-0.9944541,-0.5335292,-1.296596,-0.3862496,-0.5361451,-0.504793,-0.3437451
+,1.614862374,0.51375712,sp|Q3E7X9|RS28A_YEAST,sp|Q3E7X9|RS28A_YEAST,Q3E7X9,Color [DarkGray],1,4,+,structural constituent of ribosome;structural molecule activity,cell part;cytosolic small ribosomal subunit;intracellular organelle part;intracellular part;macromolecular complex;organelle part;ribonucleoprotein complex;small ribosomal subunit,biosynthetic process;cellular metabolic process;cellular process;cytoplasmic translation;establishment of localization;macromolecule metabolic process;metabolic process;nuclear transport;nucleobase-containing compound transport;nucleocytoplasmic transport;primary metabolic process;protein metabolic process;translation;transport,RS28A_YEAST,9,9,1,73.1,73.1,16.4,7.5917,0,138.38,9884900000,282,1.135532,0.9658712,1.296204,1.244663,1.09429,1.052714,0.9223082,0.7869216,0.5666302,0.6120499,0.4958159,0.5866231
+,2.674822664,-0.793109563,sp|P17695|GLRX2_YEAST,sp|P17695|GLRX2_YEAST,P17695,Color [DarkGray],1,4,+,"antioxidant activity;catalytic activity;disulfide oxidoreductase activity;electron carrier activity;glutathione peroxidase activity;glutathione transferase activity;oxidoreductase activity;oxidoreductase activity, acting on a sulfur group of donors;oxidoreductase activity, acting on peroxide as acceptor;peroxidase activity;protein disulfide oxidoreductase activity;transferase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups",cell part;cytoplasmic part;cytosol;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,amine metabolic process;biological regulation;cellular amino acid metabolic process;cellular homeostasis;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;homeostatic process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;peptide metabolic process;primary metabolic process;response to chemical stimulus;response to oxidative stress;response to stimulus;response to stress;small molecule metabolic process;sulfur compound metabolic process,GLRX2_YEAST,10,10,10,72.7,72.7,72.7,15.861,0,164.31,4131000000,136,-0.8093503,0.547194,-0.7958592,-0.3707093,-0.7689726,-0.9388241,0.1259112,0.003664349,0.100197,-0.258931,-0.2209616,0.3834896
+,1.843274279,0.500519613,sp|P24000|RL24B_YEAST,sp|P24000|RL24B_YEAST,P24000,Color [DarkGray],1,4,+,binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity,cell part;cytosolic large ribosomal subunit;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;organelle part;ribonucleoprotein complex,biosynthetic process;cellular metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,RL24B_YEAST,10,10,2,33.5,33.5,7.7,17.547,0,53.477,6547700000,236,0.9803259,0.789848,1.008622,0.9381396,1.346335,1.113756,0.5572041,0.4967774,0.6266504,0.486848,0.6498691,-0.03887551
+,3.457587401,-2.255563855,sp|P38079|YRO2_YEAST,sp|P38079|YRO2_YEAST,P38079,Color [DarkGray],1,4,+,,cell part;integral to membrane;intrinsic to membrane;membrane;membrane part;plasma membrane,,YRO2_YEAST,10,6,6,20.3,10.8,10.8,38.719,0,116.09,17528000000,148,-0.9768982,1.279861,-0.3426436,-1.040959,-0.8565499,-0.9316291,1.49662,1.550152,1.618079,1.648233,1.475901,0.9416914
+,2.217982339,0.988762587,sp|Q04120|TSA2_YEAST,sp|Q04120|TSA2_YEAST,Q04120,Color [DarkGray],1,4,+,"antioxidant activity;catalytic activity;oxidoreductase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;oxidoreductase activity, acting on peroxide as acceptor;peroxidase activity;peroxiredoxin activity;thioredoxin peroxidase activity",cell part;cytoplasm;intracellular part,biological regulation;cellular homeostasis;cellular process;homeostatic process;response to chemical stimulus;response to oxidative stress;response to stimulus;response to stress,TSA2_YEAST,10,9,9,49,44.9,44.9,21.615,0,65.562,776760000,62,-0.3803847,-0.8996108,-0.3726786,-0.3984325,-0.3317845,-0.5033503,-1.48114,-0.4541479,-1.585972,-0.5949956,-0.984024,-1.442731
+,1.455877413,1.342303013,sp|Q08969|GRE1_YEAST,sp|Q08969|GRE1_YEAST,Q08969,Color [DarkGray],1,4,+,,cell part;cytoplasm;intracellular part,,GRE1_YEAST,10,10,10,78.6,78.6,78.6,19.025,0,221.32,1156200000,129,-0.7498116,-1.426079,-0.1930131,-0.6357685,-0.6167625,-0.7966781,-1.164954,-0.6316304,-2.528156,-1.755981,-1.893387,-1.953841
+,1.971776425,-0.56342341,sp|P04037|COX4_YEAST,sp|P04037|COX4_YEAST,P04037,Color [DarkGray],1,4,+,"binding;catalytic activity;cation binding;cation transmembrane transporter activity;cytochrome-c oxidase activity;heme-copper terminal oxidase activity;hydrogen ion transmembrane transporter activity;inorganic cation transmembrane transporter activity;ion binding;ion transmembrane transporter activity;metal ion binding;monovalent inorganic cation transmembrane transporter activity;oxidoreductase activity;oxidoreductase activity, acting on a heme group of donors;oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transition metal ion binding;transmembrane transporter activity;transporter activity;zinc ion binding",cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane part;membrane-bounded organelle;membrane-enclosed lumen;mitochondrial inner membrane;mitochondrial intermembrane space;mitochondrial membrane;mitochondrial membrane part;mitochondrial part;mitochondrial respiratory chain complex IV;mitochondrion;organelle;organelle envelope lumen;organelle inner membrane;organelle membrane;organelle part;protein complex;respiratory chain complex IV,cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular process;cellular respiration;generation of precursor metabolites and energy;macromolecular complex assembly;metabolic process;protein complex assembly;protein complex biogenesis,COX4_YEAST,11,11,11,79.4,79.4,79.4,17.142,0,164.98,2512100000,133,-1.035151,-0.7554414,-0.8774737,-0.9902549,-0.7105919,-0.2618978,-0.4746393,-0.2958151,-0.2439031,-0.2519744,-0.2144043,-0.3434325
+,1.89469951,0.409255932,sp|P23644|TOM40_YEAST,sp|P23644|TOM40_YEAST,P23644,Color [DarkGray],1,4,+,channel activity;macromolecule transmembrane transporter activity;passive transmembrane transporter activity;porin activity;protein channel activity;protein transmembrane transporter activity;protein transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity;wide pore channel activity,cell part;cytoplasmic part;cytosol;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane part;membrane-enclosed lumen;mitochondrial intermembrane space;mitochondrial membrane;mitochondrial membrane part;mitochondrial outer membrane;mitochondrial outer membrane translocase complex;mitochondrial part;organelle envelope lumen;organelle membrane;organelle outer membrane;organelle part;outer membrane;pore complex;protein complex,cellular process;establishment of localization;ion transport;protein targeting;protein transport;transmembrane transport;transport,TOM40_YEAST,11,11,11,52.2,52.2,52.2,42.038,0,208.04,1627600000,112,-0.5009416,-0.821196,-0.390732,-0.5055996,-0.4572403,-0.1864085,-0.8233563,-0.4971124,-0.7241106,-0.7219906,-1.029215,-1.186167
+,3.247217357,-0.788258374,sp|P28319|CWP1_YEAST,sp|P28319|CWP1_YEAST,P28319,Color [DarkGray],1,4,+,structural constituent of cell wall;structural molecule activity,anchored to membrane;cell part;cell wall;cell wall part;cellular birth scar;external encapsulating structure;external encapsulating structure part;extracellular region;fungal-type cell wall;intrinsic to membrane;membrane;membrane part;prospore membrane,anatomical structure formation involved in morphogenesis;cell wall organization;cell wall organization or biogenesis;cellular cell wall organization;cellular cell wall organization or biogenesis;cellular component assembly;cellular component organization;cellular membrane organization;cellular process;developmental process;external encapsulating structure organization;membrane organization,CWP1_YEAST,11,11,11,42.3,42.3,42.3,24.268,0,323.31,2749500000,159,-0.9486691,-0.8470168,-0.9503963,-0.6366671,-1.068977,0.1533225,-0.3238131,-0.1054896,-0.08819214,-0.4329367,-0.1912623,-1.140773
+,2.132253072,-0.81229538,sp|P00128|QCR7_YEAST,sp|P00128|QCR7_YEAST,P00128,Color [DarkGray],1,4,+,,cell part;cytoplasmic part;intracellular organelle part;intracellular part;macromolecular complex;membrane part;mitochondrial membrane part;mitochondrial part;mitochondrial respiratory chain complex III;organelle part;protein complex;respiratory chain complex III,cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular process;cellular respiration;generation of precursor metabolites and energy;macromolecular complex assembly;metabolic process;protein complex assembly;protein complex biogenesis,QCR7_YEAST,12,12,12,73.2,73.2,73.2,14.565,0,171.3,5615200000,196,-0.05804328,-0.9899796,-0.07064766,-0.9098371,-0.4622616,0.1960773,0.4514919,0.6476886,0.7716456,0.5754918,0.6227961,0.4822208
+,2.175021218,0.333184997,sp|P05756|RS13_YEAST,sp|P05756|RS13_YEAST,P05756,Color [DarkGray],1,4,+,binding;nucleic acid binding;RNA binding;rRNA binding;SSU rRNA binding;structural constituent of ribosome;structural molecule activity,cell part;cytosolic small ribosomal subunit;intracellular organelle part;intracellular part;macromolecular complex;organelle part;ribonucleoprotein complex;small ribosomal subunit,biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;protein metabolic process;RNA metabolic process;RNA processing;rRNA processing;translation,RS13_YEAST,12,12,12,70.9,70.9,70.9,17.029,0,91.028,17900000000,380,1.594103,1.626195,1.40682,1.418411,1.506073,1.69785,1.211756,1.119554,1.196337,1.065773,1.099349,1.062234
+,1.784451387,0.474114805,sp|P07560|SEC4_YEAST,sp|P07560|SEC4_YEAST,P07560,Color [DarkGray],1,4,+,"binding;catalytic activity;GTP binding;GTPase activity;guanyl nucleotide binding;guanyl ribonucleotide binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding",actin cap;cell cortex part;cell part;cell projection part;cytoplasmic membrane-bounded vesicle;cytoplasmic part;cytoplasmic vesicle;cytoplasmic vesicle membrane;cytoplasmic vesicle part;cytoskeletal part;incipient cellular bud site;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;mating projection tip;membrane;membrane-bounded organelle;membrane-bounded vesicle;organelle;organelle membrane;organelle part;plasma membrane;site of polarized growth;transport vesicle;transport vesicle membrane;vesicle;vesicle membrane,anatomical structure formation involved in morphogenesis;autophagy;biological regulation;catabolic process;cell budding;cell division;cellular component assembly;cellular component organization;cellular membrane organization;cellular metabolic process;cellular process;developmental process;establishment of localization;establishment or maintenance of cell polarity;exocytosis;Golgi vesicle transport;membrane fusion;membrane organization;metabolic process;organelle fusion;organelle organization;protein transport;reproduction;response to stimulus;secretion;signal transduction;transport;vesicle organization;vesicle-mediated transport,SEC4_YEAST,12,12,11,69.8,69.8,64.7,23.505,0,236.66,5451400000,253,0.6756225,0.7342436,0.4903392,0.5475466,0.4858167,0.8459304,-0.1263638,0.2700736,0.1827619,0.254643,0.1730359,0.3749056
+,1.367428832,0.656738202,sp|P40518|ARPC5_YEAST,sp|P40518|ARPC5_YEAST,P40518,Color [DarkGray],1,4,+,binding;mRNA binding;nucleic acid binding;RNA binding;structural molecule activity,actin cortical patch;Arp2/3 protein complex;cell cortex part;cell part;cytoplasmic part;cytoskeletal part;extrinsic to membrane;extrinsic to mitochondrial outer membrane;extrinsic to organelle membrane;intracellular organelle part;intracellular part;macromolecular complex;membrane part;mitochondrial membrane part;mitochondrial part;organelle part;protein complex,biological regulation;cellular component assembly;cellular component organization;cellular localization;cellular process;cytoskeleton organization;localization;mitochondrion organization;organelle inheritance;organelle localization;organelle organization;regulation of organelle organization,ARPC5_YEAST,12,12,12,85.1,85.1,85.1,17.134,0,113.78,1170600000,90,-0.9482785,-0.5674315,-1.023858,-1.078061,-0.5554828,-0.9263362,-1.180589,-1.075057,-1.551136,-0.8216558,-1.766109,-0.06438886
+,2.644318349,0.868946334,sp|P43621|COPD_YEAST,sp|P43621|COPD_YEAST,P43621,Color [DarkGray],1,4,+,,AP-type membrane coat adaptor complex;cell part;clathrin adaptor complex;COPI vesicle coat;cytoplasmic part;cytoplasmic vesicle part;Golgi apparatus part;intracellular organelle part;intracellular part;macromolecular complex;membrane coat;membrane part;organelle part;protein complex;vesicle coat,cellular component organization;cellular localization;cellular process;establishment of localization;Golgi organization;Golgi vesicle transport;localization;organelle inheritance;organelle localization;organelle organization;protein transport;transport;vesicle-mediated transport,COPD_YEAST,12,12,12,25.3,25.3,25.3,60.627,0,165.24,1649000000,81,-0.9703392,-0.601814,-0.8764652,-0.256689,-0.7731454,-0.5185279,-1.891618,-1.985062,-1.811181,-2.335501,-1.523991,-1.668085
