Significant,pvalue,Difference,Protein IDs,Majority protein IDs,uniprot,Symbol color,Symbol type,Symbol size,Show label,GOBP name,GOMF name,GOCC name,Taxonomy,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS Count,oxidized 48h a LFQ,oxidized 72h a LFQ,oxidized 48h b LFQ,oxidized 72h b LFQ,oxidized 48h c LFQ,oxidized 72h c LFQ,reduced 48h a LFQ,reduced 72h a LFQ,reduced 48h b LFQ,reduced 72h b2 LFQ,reduced 48h c LFQ,reduced 72h c LFQ
+,2.15442023,1.235996276,sp|P37302|APE3_YEAST,sp|P37302|APE3_YEAST,P37302,Color [DarkGray],1,4,+,"aminopeptidase activity;binding;catalytic activity;cation binding;exopeptidase activity;hydrolase activity;ion binding;metal ion binding;metallopeptidase activity;peptidase activity;peptidase activity, acting on L-amino acid peptides",cell part;cytoplasmic part;fungal-type vacuole;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;lytic vacuole;membrane-bounded organelle;organelle;storage vacuole;vacuole,catabolic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein catabolic process;protein metabolic process,APE3_YEAST,13,13,13,36.7,36.7,36.7,60.137,0,285.37,809730000,75,-0.2797477,-0.5283457,-0.6533261,-0.9850441,-0.6308422,-0.2235393,-0.5441657,-2.01353,-1.551244,-1.725564,-0.9838018,-1.705824
+,2.826124466,1.014931065,sp|P40581|GPX3_YEAST,sp|P40581|GPX3_YEAST,P40581,Color [DarkGray],1,4,+,"antioxidant activity;catalytic activity;glutathione peroxidase activity;oxidoreductase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;oxidoreductase activity, acting on peroxide as acceptor;peroxidase activity;peroxiredoxin activity;phospholipid-hydroperoxide glutathione peroxidase activity",cell part;cytoplasmic part;intracellular;intracellular organelle lumen;intracellular organelle part;intracellular part;membrane-enclosed lumen;microbody lumen;microbody part;mitochondrial intermembrane space;mitochondrial part;organelle envelope lumen;organelle lumen;organelle part;peroxisomal matrix;peroxisomal part,cellular process;response to chemical stimulus;response to oxidative stress;response to stimulus;response to stress,GPX3_YEAST,13,13,12,46.6,46.6,41.7,18.641,0,160.69,4574600000,169,0.5782704,0.8355476,-0.5502153,0.845211,0.345704,0.997119,-0.5151805,0.09829377,-0.009832627,-0.3145749,-0.5522216,-0.1506345
+,1.54881705,0.648432064,sp|P05738|RL9A_YEAST,sp|P05738|RL9A_YEAST,P05738,Color [DarkGray],1,4,,binding;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity,cell part;cytosolic large ribosomal subunit;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;organelle part;ribonucleoprotein complex,biosynthetic process;cellular metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,RL9A_YEAST,14,3,3,72.3,17.8,17.8,21.569,0,66.667,2009600000,100,-1.752389,-0.08071738,-0.1705642,0.2929851,-1.055799,0.3904954,-0.2090299,-0.1913828,-0.2378159,-0.5521188,-0.2537155,-0.5990314
+,2.162640664,0.387652258,sp|P07260|IF4E_YEAST,sp|P07260|IF4E_YEAST,P07260,Color [DarkGray],1,4,,"binding;lipid binding;nucleic acid binding;phosphatidylinositol binding;phosphatidylinositol-3-phosphate binding;phospholipid binding;RNA binding;translation factor activity, nucleic acid binding;translation initiation factor activity",cell part;cytoplasm;cytoplasmic part;eukaryotic translation initiation factor 4F complex;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;non-membrane-bounded organelle;nucleus;organelle;protein complex;ribonucleoprotein complex;ribosome;RNA granule;stress granule,biological regulation;catabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;regulation of cell cycle;regulation of translation;RNA catabolic process;RNA metabolic process;translational initiation,IF4E_YEAST,14,14,14,64.3,64.3,64.3,24.254,0,323.31,7376500000,264,0.917066,0.9040794,0.3720947,1.065507,-0.5167078,1.113439,0.684123,0.6985814,0.7387916,0.6615443,0.7458885,0.5599437
+,1.699036762,0.914953659,sp|P21827|RCC1_YEAST,sp|P21827|RCC1_YEAST,P21827,Color [DarkGray],1,4,,enzyme regulator activity;GTPase regulator activity;guanyl-nucleotide exchange factor activity;molecular transducer activity;nucleoside-triphosphatase regulator activity;Ran guanyl-nucleotide exchange factor activity;Ras guanyl-nucleotide exchange factor activity;signal transducer activity;small GTPase regulator activity,cell part;chromatin;chromosomal part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane-bounded organelle;nuclear chromatin;nuclear chromosome part;nuclear part;nucleus;organelle;organelle part,biological regulation;cell division;cellular component organization;cellular localization;cellular process;establishment of localization;localization;mitosis;nuclear division;nuclear transport;nucleobase-containing compound transport;nucleocytoplasmic transport;organelle fission;organelle organization;response to chemical stimulus;response to stimulus;ribosomal subunit export from nucleus;signal transduction;transport,RCC1_YEAST,14,14,14,31.1,31.1,31.1,53.013,0,103.86,1053700000,87,-1.074012,-0.4783271,-0.5218075,-0.2932391,-0.8666691,-0.8604817,-1.106838,-1.106898,-0.7871161,-1.587876,-1.039308,-1.682134
+,2.037087909,0.594396452,sp|P32467|HXT4_YEAST,sp|P32467|HXT4_YEAST,P32467,Color [DarkGray],1,4,,carbohydrate transmembrane transporter activity;fructose transmembrane transporter activity;glucose transmembrane transporter activity;hexose transmembrane transporter activity;mannose transmembrane transporter activity;monosaccharide transmembrane transporter activity;pentose transmembrane transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;sugar transmembrane transporter activity;transmembrane transporter activity;transporter activity,cell part;integral to membrane;intrinsic to membrane;membrane;membrane part;plasma membrane,carbohydrate transport;establishment of localization;transport,HXT4_YEAST,14,9,9,26.7,19.1,19.1,63.909,0,145.62,888960000,70,-0.8015522,-0.6103601,-0.7133265,-0.6597618,-0.5072786,-0.5000399,-1.00808,-0.997969,-1.91154,-1.155884,-1.25189,-1.399499
+,1.332170605,0.739729206,sp|P36015|YKT6_YEAST,sp|P36015|YKT6_YEAST,P36015,Color [DarkGray],1,4,,"binding;catalytic activity;palmitoyltransferase activity;protein binding;SNAP receptor activity;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups",cell part;cytoplasmic part;endosome;fungal-type vacuole;Golgi apparatus;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;intrinsic to membrane;lytic vacuole;macromolecular complex;membrane;membrane part;membrane-bounded organelle;organelle;plasma membrane;protein complex;SNARE complex;storage vacuole;vacuole,cellular component organization;cellular membrane organization;cellular process;establishment of localization;Golgi vesicle transport;membrane fusion;membrane organization;metabolic process;organelle fusion;organelle organization;transport;vacuole organization;vesicle organization;vesicle-mediated transport,YKT6_YEAST,14,14,14,78,78,78,22.707,0,238.46,2109200000,106,-0.5427375,-0.7098307,-0.2148226,-0.4899161,-0.5898305,-0.6055739,-0.6851754,-1.437191,-0.6264303,-1.722113,-0.5521856,-0.865204
+,1.580471122,-0.480148802,sp|P40471|AYR1_YEAST,sp|P40471|AYR1_YEAST,P40471,Color [DarkGray],1,4,,"acylglycerone-phosphate reductase activity;carboxylic ester hydrolase activity;catalytic activity;hydrolase activity;hydrolase activity, acting on ester bonds;lipase activity;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;triglyceride lipase activity",cell part;cytoplasmic part;endoplasmic reticulum;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;lipid particle;membrane-bounded organelle;organelle,biosynthetic process;catabolic process;cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;glycerol ether metabolic process;lipid metabolic process;metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,AYR1_YEAST,14,14,14,54.9,54.9,54.9,32.814,0,113.47,1625300000,118,-0.3874382,-0.9196853,-0.9396589,-1.106681,-0.507517,-0.7697743,-0.4082158,-0.2852734,-0.4725799,-0.4397935,-0.3214599,-0.6306278
+,2.20222656,0.444020043,sp|P43569|CAF16_YEAST,sp|P43569|CAF16_YEAST,P43569,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;binding;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding",CCR4-NOT complex;cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;nuclear part;nucleoplasm part;nucleus;organelle;organelle part;protein complex;transcription factor complex,biological regulation;metabolic process,CAF16_YEAST,14,14,14,51.6,51.6,51.6,33.09,0,130.6,588600000,85,-1.108139,-0.5540706,-0.854759,-0.6742079,-0.4615843,-0.4542115,-1.003041,-1.115455,-1.414604,-0.9389625,-0.7711257,-0.9601328
+,2.006610897,0.72406441,sp|P07347|ARD1_YEAST,sp|P07347|ARD1_YEAST,P07347,Color [DarkGray],1,4,,"acetyltransferase activity;binding;catalytic activity;identical protein binding;N-acetyltransferase activity;N-acyltransferase activity;peptide alpha-N-acetyltransferase activity;peptide N-acetyltransferase activity;protein binding;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups",cell part;cytoplasmic part;intracellular part;macromolecular complex;NatA complex;N-terminal protein acetyltransferase complex;protein acetyltransferase complex;protein complex,cellular component organization;cellular metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;histone modification;macromolecule metabolic process;macromolecule modification;metabolic process;organelle organization;peptidyl-amino acid modification;primary metabolic process;protein acylation;protein metabolic process;protein modification process,ARD1_YEAST,15,15,15,69.3,69.3,69.3,27.603,0,92.879,493680000,58,-0.6620304,-0.8222016,-0.5620834,-0.929847,-0.4842035,-0.476897,-1.366231,-1.317238,-1.440982,-1.568768,-0.542096,-1.515133
+,2.899265385,-1.326720476,sp|P09457|ATPO_YEAST,sp|P09457|ATPO_YEAST,P09457,Color [DarkGray],1,4,+,"cation transmembrane transporter activity;hydrogen ion transmembrane transporter activity;hydrogen ion transporting ATP synthase activity, rotational mechanism;inorganic cation transmembrane transporter activity;ion transmembrane transporter activity;monovalent inorganic cation transmembrane transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity","cell part;cytoplasmic part;intracellular organelle part;intracellular part;macromolecular complex;membrane part;mitochondrial membrane part;mitochondrial part;mitochondrial proton-transporting ATP synthase, stator stalk;organelle part;protein complex;proton-transporting ATP synthase, stator stalk",biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;heterocycle metabolic process;hydrogen transport;ion transport;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process;transmembrane transport;transport,ATPO_YEAST,15,15,15,68.4,68.4,68.4,22.814,0,189.56,8363100000,216,-1.143712,-0.9495609,-0.723508,-0.9995771,-0.9965025,-0.9906967,0.2725296,0.1719456,-0.2744733,0.1958827,0.3620778,0.6724985
+,1.650343354,0.631947388,sp|P21734|UBC1_YEAST,sp|P21734|UBC1_YEAST,P21734,Color [DarkGray],1,4,,"acid-amino acid ligase activity;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;ligase activity;ligase activity, forming carbon-nitrogen bonds;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;small conjugating protein ligase activity;ubiquitin-protein ligase activity",cell part;intracellular part;macromolecular complex;proteasome complex;protein complex,catabolic process;cellular component organization;cellular metabolic process;cellular process;macromolecule metabolic process;macromolecule modification;metabolic process;organelle organization;primary metabolic process;protein metabolic process;protein modification by small protein conjugation or removal;protein modification process;proteolysis;proteolysis involved in cellular protein catabolic process;vesicle organization,UBC1_YEAST,15,15,15,79.1,79.1,79.1,24.178,0,82.3,1050400000,81,-1.143966,-0.4166686,-1.166799,-0.7267527,-0.6865951,-0.6798804,-1.287712,-1.363713,-1.753085,-1.405721,-1.278211,-0.9497097
+,2.613704155,1.146129886,sp|P21801|SDHB_YEAST,sp|P21801|SDHB_YEAST,P21801,Color [DarkGray],1,4,+,"2 iron, 2 sulfur cluster binding;3 iron, 4 sulfur cluster binding;4 iron, 4 sulfur cluster binding;binding;catalytic activity;cation binding;electron carrier activity;ion binding;iron-sulfur cluster binding;metal cluster binding;metal ion binding;oxidoreductase activity;oxidoreductase activity, acting on the CH-CH group of donors;oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor;succinate dehydrogenase (ubiquinone) activity;succinate dehydrogenase activity",cell part;cytoplasmic part;fumarate reductase complex;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane part;mitochondrial membrane;mitochondrial membrane part;mitochondrial part;mitochondrial respiratory chain complex II;organelle membrane;organelle part;protein complex;succinate dehydrogenase complex;succinate dehydrogenase complex (ubiquinone),catabolic process;cellular metabolic process;cellular process;cellular respiration;cofactor metabolic process;generation of precursor metabolites and energy;metabolic process,SDHB_YEAST,15,15,15,55.3,55.3,55.3,30.231,0,149.05,2566000000,99,-0.7143382,-0.3917255,-1.235363,-0.7146703,-0.9138749,-0.9078266,-0.6471565,-1.71572,-1.973344,-1.964791,-0.7559094,-1.772101
+,2.072715283,0.626922389,sp|P32458|CDC11_YEAST,sp|P32458|CDC11_YEAST,P32458,Color [DarkGray],1,4,,binding;GTP binding;guanyl nucleotide binding;guanyl ribonucleotide binding;lipid binding;nucleotide binding;phosphatidylinositol binding;phosphatidylinositol-4-phosphate binding;phosphatidylinositol-5-phosphate binding;phospholipid binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;structural molecule activity,ascospore wall;cell cortex part;cell division site part;cell part;cell projection part;cell wall;cellular bud neck septin ring;cellular bud neck septin structure;cleavage apparatus septin structure;cytoplasmic microtubule;cytoplasmic part;cytoskeletal part;cytoskeleton;external encapsulating structure;fungal-type cell wall;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;mating projection base;meiotic spindle;membrane;microtubule;non-membrane-bounded organelle;organelle;organelle part;prospore membrane;protein complex;septin complex;septin cytoskeleton;septin filament array;septin ring;spindle;spindle microtubule;spore wall,biological regulation;cellular process;cytokinesis;establishment or maintenance of cell polarity;regulation of protein modification process,CDC11_YEAST,15,15,15,42.7,42.7,42.7,47.648,0,121.61,734400000,66,-0.7604681,-0.554306,-0.2418725,-0.5073708,-1.107865,-0.6468347,-1.055552,-1.424778,-1.84669,-1.162176,-1.071227,-1.002325
